scenario_id,case,forcing_policy,year,species_group,fair_input_hint,current_proxy_value,proxy_units,current_status,readiness_score_0_1,priority,publication_gap,next_dataset,paper_use_rule
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2084,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,net_CO2_proxy,CO2 emissions/removals,-6.201178,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,gross_CDR_by_method,negative CO2 emissions by removal method,-6.459561,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,fossil_industrial_CO2,CO2 fossil and industrial emissions,0.0,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,CH4,methane emissions or concentration,1.08,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,N2O,nitrous oxide emissions or concentration,1.08,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,halogenated_gases,F-gases and ozone-depleting substances,1.08,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,ozone_precursors,"NOx, CO, VOC emissions",1.08,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,SO2_aerosol_precursor,sulfur dioxide emissions,-0.08,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,black_carbon,BC emissions,-0.08,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,organic_carbon,OC emissions,-0.08,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.480174,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2085,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,net_CO2_proxy,CO2 emissions/removals,-6.116107,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,gross_CDR_by_method,negative CO2 emissions by removal method,-6.370945,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,fossil_industrial_CO2,CO2 fossil and industrial emissions,0.0,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,CH4,methane emissions or concentration,1.078,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,N2O,nitrous oxide emissions or concentration,1.078,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,halogenated_gases,F-gases and ozone-depleting substances,1.078,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,ozone_precursors,"NOx, CO, VOC emissions",1.078,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,SO2_aerosol_precursor,sulfur dioxide emissions,-0.078,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,black_carbon,BC emissions,-0.078,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,organic_carbon,OC emissions,-0.078,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.481663,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2086,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,net_CO2_proxy,CO2 emissions/removals,-6.033778,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,gross_CDR_by_method,negative CO2 emissions by removal method,-6.285185,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,fossil_industrial_CO2,CO2 fossil and industrial emissions,0.0,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,CH4,methane emissions or concentration,1.076,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,N2O,nitrous oxide emissions or concentration,1.076,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,halogenated_gases,F-gases and ozone-depleting substances,1.076,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,ozone_precursors,"NOx, CO, VOC emissions",1.076,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,SO2_aerosol_precursor,sulfur dioxide emissions,-0.076,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,black_carbon,BC emissions,-0.076,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,organic_carbon,OC emissions,-0.076,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.483148,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2087,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,net_CO2_proxy,CO2 emissions/removals,-5.953936,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,gross_CDR_by_method,negative CO2 emissions by removal method,-6.202017,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,fossil_industrial_CO2,CO2 fossil and industrial emissions,0.0,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,CH4,methane emissions or concentration,1.074,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,N2O,nitrous oxide emissions or concentration,1.074,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,halogenated_gases,F-gases and ozone-depleting substances,1.074,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,ozone_precursors,"NOx, CO, VOC emissions",1.074,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,SO2_aerosol_precursor,sulfur dioxide emissions,-0.074,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P0,"Aerosol cooling is an aggregate forcing path, not precursor-emissions chemistry.","SO2 emissions by energy, industry, and cleanup scenario",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,black_carbon,BC emissions,-0.074,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Black-carbon forcing is not separated from aggregate aerosol forcing.,BC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,organic_carbon,OC emissions,-0.074,W/m2 aggregate aerosol forcing,aggregate_placeholder,0.35,P1,Organic-carbon forcing is not separated from aggregate aerosol forcing.,OC emissions or assessed scenario imports,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,ammonia_nitrate,NH3 and nitrate aerosol precursors,,,missing,0.0,P1,Nitrate aerosol chemistry and ammonia precursors are missing.,NH3 and nitrate-relevant precursor pathways,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,land_use_albedo_forcing,land-use forcing,,,missing,0.0,P1,Land-use albedo and biogeophysical response are missing.,"land-use forcing by afforestation, biomass, solar/industrial land, and materials footprints",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,lifecycle_species_trace,"CO2, CH4, N2O lifecycle emissions",,,missing,0.0,P0,"Lifecycle emissions are route-level CO2e stress tests, not annual species traces.","pathway-specific LCA time series with CO2, CH4, N2O, replacement, recycling, and decommissioning",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,historical_spinup_state,"historical emissions, concentrations, forcing, and temperature initialization",1.484628,deg C screening initial state,provisional_proxy,0.62,P0,"The 2026 initialization is a screening state, not a full historical reconstruction.","historical emissions, concentration, forcing, and observed-temperature spin-up through 2026",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2088,ZEC_and_net_negative_response,zero-emissions commitment and net-negative response diagnostic,,,missing,0.0,P0,ZEC and net-negative temperature-response behavior are not separated from the forcing screen.,ZEC and net-negative response experiment set for AETHER net-zero and drawdown cases,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,net_CO2_proxy,CO2 emissions/removals,-5.876365,GtCO2/year,provisional_proxy,0.62,P0,"Net CO2 is a derived pulse, not separated into fossil, industrial, land-use, and removal streams.","annual fossil/industrial CO2, land-use CO2, and removals by pathway and region",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,gross_CDR_by_method,negative CO2 emissions by removal method,-6.121214,GtCO2/year,provisional_proxy,0.62,P0,"Gross removal is not split by DACCS, mineralization, ocean alkalinity, BECCS, biochar, afforestation, or direct ocean CDR.","method-specific annual gross removal, durability, leakage, and MRV-adjusted crediting traces",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,fossil_industrial_CO2,CO2 fossil and industrial emissions,0.0,GtCO2/year,provisional_proxy,0.62,P0,"Positive emissions are scenario-level totals, not sector-specific fossil and industrial traces.","sectoral fossil/industrial emissions pathways under no-AETHER, rebound, and net-zero cases",diagnostic handoff only
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,land_use_CO2,land-use CO2 emissions,,,missing,0.0,P0,"Land-use CO2 is missing even though BECCS, afforestation, biomass supply, and land footprints matter.",land-use emissions and removals by land-intensive pathway,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,CH4,methane emissions or concentration,1.072,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Methane is buried inside aggregate non-CO2 forcing.,"CH4 baseline, mitigation, leakage, agriculture, fossil, and rebound trajectories",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,N2O,nitrous oxide emissions or concentration,1.072,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P0,Nitrous oxide is buried inside aggregate non-CO2 forcing and may move with bioenergy and land-use cases.,"N2O baseline and mitigation pathways, including bioenergy and agriculture interactions",do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,halogenated_gases,F-gases and ozone-depleting substances,1.072,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Halogenated gases are not separated from aggregate non-CO2 forcing.,species-level F-gas and ODS pathways or imported assessed scenario trajectories,do not use as species-emissions result
aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,nonco2_delay_aerosol_unmasking,2089,ozone_precursors,"NOx, CO, VOC emissions",1.072,W/m2 aggregate non-CO2 forcing,aggregate_placeholder,0.35,P1,Tropospheric ozone chemistry is not represented.,"NOx, CO, and VOC pathways or assessed scenario imports",do not use as species-emissions result
