scenario,sample_id,weighted_effective_task_hour_multiplier,adjusted_robot_stock_million,adjusted_annual_production_robots,production_multiple_of_ifr_2024,adjusted_annual_operating_cost_billion_usd,stock_multiplier_vs_baseline,production_multiplier_vs_baseline,cost_multiplier_vs_baseline,passes_ifr_installation_count_basis
deep_modular_abundance,1410,0.554316,0.641901,105660.3348,0.194918,16.357048,2.063966,1.984178,2.955568,true
deep_modular_abundance,1411,0.518940,0.718288,117935.0492,0.217562,18.648024,2.309581,2.214682,3.369526,true
deep_modular_abundance,1412,0.527624,0.704881,116560.1720,0.215026,17.597271,2.266473,2.188864,3.179665,true
deep_modular_abundance,1413,0.531778,0.671354,111240.3124,0.205212,16.361674,2.158669,2.088963,2.956404,true
deep_modular_abundance,1414,0.537696,0.705604,114185.1101,0.210644,19.530761,2.268798,2.144263,3.529029,true
deep_modular_abundance,1415,0.517105,0.684081,112082.5398,0.206765,17.456519,2.199593,2.104779,3.154232,true
deep_modular_abundance,1416,0.495757,0.702213,117667.3497,0.217068,15.953168,2.257895,2.209655,2.882591,true
deep_modular_abundance,1417,0.509340,0.715431,117427.5212,0.216626,18.589748,2.300394,2.205152,3.358996,true
deep_modular_abundance,1418,0.480966,0.754895,127316.4363,0.234868,16.944629,2.427288,2.390854,3.061739,true
deep_modular_abundance,1419,0.483950,0.730505,122513.9354,0.226009,16.738893,2.348863,2.300669,3.024564,true
deep_modular_abundance,1420,0.542019,0.663983,109114.2262,0.201290,16.971960,2.134971,2.049038,3.066677,true
deep_modular_abundance,1421,0.497090,0.716570,118941.3526,0.219418,17.345968,2.304059,2.233580,3.134257,true
deep_modular_abundance,1422,0.543990,0.648216,106665.4735,0.196772,16.334040,2.084274,2.003053,2.951411,true
deep_modular_abundance,1423,0.515340,0.670480,111644.7351,0.205958,16.043319,2.155860,2.096558,2.898880,true
deep_modular_abundance,1424,0.562133,0.626749,103561.5985,0.191046,15.501979,2.015246,1.944766,2.801065,true
deep_modular_abundance,1425,0.508456,0.723804,120368.6793,0.222051,17.641240,2.327318,2.260383,3.187610,true
deep_modular_abundance,1426,0.555332,0.645735,106240.0546,0.195987,16.389124,2.076296,1.995064,2.961364,true
deep_modular_abundance,1427,0.507137,0.714226,119417.3487,0.220296,16.996356,2.296520,2.242518,3.071085,true
deep_modular_abundance,1428,0.492654,0.733536,121688.1363,0.224485,17.889290,2.358609,2.285161,3.232430,true
deep_modular_abundance,1429,0.489561,0.719083,119373.0806,0.220215,17.464109,2.312136,2.241687,3.155604,true
deep_modular_abundance,1430,0.520592,0.686344,112736.3294,0.207971,17.524901,2.206870,2.117057,3.166588,true
deep_modular_abundance,1431,0.499264,0.734322,120937.1480,0.223100,18.830063,2.361137,2.271058,3.402419,true
deep_modular_abundance,1432,0.507852,0.696880,115635.3364,0.213319,16.853036,2.240747,2.171497,3.045189,true
deep_modular_abundance,1433,0.522653,0.699050,115144.6891,0.212414,17.765421,2.247724,2.162283,3.210048,true
deep_modular_abundance,1434,0.509155,0.663043,112719.8853,0.207941,13.923371,2.131946,2.116748,2.515825,true
deep_modular_abundance,1435,0.516867,0.687906,113241.4708,0.208903,17.448687,2.211891,2.126543,3.152817,true
deep_modular_abundance,1436,0.522483,0.681774,115337.0266,0.212769,14.893511,2.192174,2.165895,2.691121,true
deep_modular_abundance,1437,0.511419,0.759587,123345.2133,0.227542,20.964529,2.442373,2.316279,3.788098,true
deep_modular_abundance,1438,0.513814,0.703640,117728.7117,0.217181,16.410242,2.262482,2.210808,2.965180,true
deep_modular_abundance,1439,0.459130,0.820134,137636.4937,0.253906,19.143775,2.637058,2.584653,3.459104,true
deep_modular_abundance,1440,0.481286,0.766902,125373.8841,0.231285,20.268147,2.465896,2.354375,3.662268,true
deep_modular_abundance,1441,0.512503,0.657892,110801.1565,0.204402,14.706789,2.115384,2.080716,2.657381,true
deep_modular_abundance,1442,0.496398,0.724972,119357.2723,0.220185,18.637473,2.331072,2.241390,3.367620,true
deep_modular_abundance,1443,0.465211,0.812848,132914.3980,0.245195,21.479059,2.613630,2.495977,3.881068,true
deep_modular_abundance,1444,0.540439,0.646547,107941.7371,0.199127,14.924264,2.078906,2.027020,2.696677,true
deep_modular_abundance,1445,0.493492,0.765933,125697.0306,0.231881,19.933767,2.462779,2.360443,3.601848,true
deep_modular_abundance,1446,0.510656,0.708856,116785.1226,0.215440,17.743027,2.279253,2.193088,3.206002,true
deep_modular_abundance,1447,0.518158,0.674776,113645.3997,0.209648,15.012926,2.169675,2.134128,2.712698,true
deep_modular_abundance,1448,0.504122,0.704606,117685.3833,0.217101,16.456978,2.265590,2.209994,2.973625,true
deep_modular_abundance,1449,0.534382,0.689988,112488.3107,0.207514,18.545848,2.218585,2.112399,3.351064,true
deep_modular_abundance,1450,0.479148,0.766514,127036.5766,0.234352,18.827680,2.464647,2.385598,3.401989,true
deep_modular_abundance,1451,0.502213,0.731722,119305.3495,0.220090,19.535481,2.352778,2.240415,3.529882,true
deep_modular_abundance,1452,0.496343,0.749226,123553.5434,0.227927,19.203169,2.409061,2.320191,3.469836,true
deep_modular_abundance,1453,0.521569,0.690929,115593.2706,0.213242,16.123990,2.221612,2.170707,2.913457,true
deep_modular_abundance,1454,0.491867,0.729577,121988.2778,0.225039,17.107063,2.345882,2.290797,3.091089,true
deep_modular_abundance,1455,0.504769,0.755226,126133.4123,0.232686,18.179038,2.428353,2.368638,3.284785,true
deep_modular_abundance,1456,0.521390,0.653920,109808.7779,0.202571,14.924245,2.102612,2.062081,2.696674,true
deep_modular_abundance,1457,0.519233,0.707024,116956.5850,0.215757,17.504682,2.273362,2.196308,3.162935,true
deep_modular_abundance,1458,0.485303,0.767851,127247.4266,0.234741,19.200514,2.468947,2.389558,3.469356,true
deep_modular_abundance,1459,0.487824,0.789455,130321.3943,0.240412,20.240013,2.538411,2.447284,3.657184,true
deep_modular_abundance,1460,0.482105,0.743480,125059.3743,0.230705,16.740831,2.390584,2.348469,3.024914,true
deep_modular_abundance,1461,0.514160,0.657448,110540.3046,0.203920,14.543607,2.113956,2.075818,2.627896,true
deep_modular_abundance,1462,0.508272,0.713516,118794.1517,0.219147,17.242073,2.294237,2.230815,3.115484,true
deep_modular_abundance,1463,0.493943,0.724139,121595.4432,0.224314,16.594769,2.328395,2.283420,2.998522,true
deep_modular_abundance,1464,0.521746,0.707338,117026.5009,0.215886,17.689760,2.274373,2.197621,3.196377,true
deep_modular_abundance,1465,0.488191,0.726641,119895.6728,0.221179,18.050862,2.336440,2.251501,3.261625,true
deep_modular_abundance,1466,0.514468,0.729163,120823.6759,0.222891,17.946950,2.344548,2.268927,3.242849,true
deep_modular_abundance,1467,0.500155,0.717750,118366.6525,0.218358,18.008968,2.307852,2.222787,3.254055,true
deep_modular_abundance,1468,0.543073,0.698697,113858.1416,0.210041,18.828103,2.246587,2.138123,3.402065,true
deep_modular_abundance,1469,0.519446,0.681897,112971.9704,0.208406,16.677897,2.192569,2.121482,3.013543,true
deep_modular_abundance,1470,0.525027,0.661742,110992.8627,0.204755,15.144162,2.127764,2.084316,2.736411,true
deep_modular_abundance,1471,0.506516,0.723771,121035.1964,0.223281,17.137559,2.327212,2.272900,3.096599,true
deep_modular_abundance,1472,0.498488,0.712388,118249.4147,0.218142,17.226900,2.290610,2.220586,3.112742,true
deep_modular_abundance,1473,0.510831,0.685683,113539.2047,0.209453,16.762250,2.204743,2.132134,3.028784,true
deep_modular_abundance,1474,0.481073,0.744368,123955.6117,0.228668,17.977547,2.393439,2.327742,3.248377,true
deep_modular_abundance,1475,0.496529,0.679899,114157.2989,0.210593,15.267719,2.186147,2.143741,2.758736,true
deep_modular_abundance,1476,0.483494,0.773133,129586.9646,0.239057,18.203451,2.485931,2.433492,3.289196,true
deep_modular_abundance,1477,0.507914,0.709131,116551.4208,0.215009,18.120175,2.280137,2.188700,3.274149,true
deep_modular_abundance,1478,0.516358,0.696663,115764.0579,0.213557,16.803987,2.240050,2.173914,3.036326,true
deep_modular_abundance,1479,0.530303,0.685141,112367.4329,0.207291,17.740226,2.203002,2.110129,3.205496,true
deep_modular_abundance,1480,0.511324,0.693056,117395.0444,0.216566,14.998501,2.228449,2.204542,2.710091,true
deep_modular_abundance,1481,0.488476,0.749210,123922.6337,0.228607,18.582486,2.409008,2.327122,3.357684,true
deep_modular_abundance,1482,0.524095,0.675339,113836.5718,0.210001,15.154829,2.171482,2.137718,2.738338,true
deep_modular_abundance,1483,0.491120,0.716454,120207.0263,0.221753,16.232543,2.303683,2.257348,2.933071,true
deep_modular_abundance,1484,0.520335,0.704898,114985.7275,0.212121,18.869127,2.266526,2.159298,3.409478,true
deep_modular_abundance,1485,0.538703,0.655255,108151.8425,0.199514,16.191849,2.106907,2.030965,2.925718,true
deep_modular_abundance,1486,0.537138,0.623504,103827.2499,0.191536,14.477607,2.004814,1.949754,2.615970,true
deep_modular_abundance,1487,0.531445,0.675135,112320.1255,0.207204,16.311673,2.170827,2.109241,2.947369,true
deep_modular_abundance,1488,0.517398,0.673683,111852.7134,0.206341,16.304092,2.166157,2.100463,2.945999,true
deep_modular_abundance,1489,0.459077,0.823779,137466.1947,0.253592,19.801608,2.648779,2.581455,3.577968,true
deep_modular_abundance,1490,0.511961,0.692644,113980.4373,0.210267,17.422463,2.227125,2.140419,3.148079,true
deep_modular_abundance,1491,0.467454,0.763577,127972.3080,0.236078,17.625406,2.455204,2.403170,3.184749,true
deep_modular_abundance,1492,0.508952,0.708043,116871.9161,0.215601,17.782154,2.276639,2.194718,3.213072,true
deep_modular_abundance,1493,0.450495,0.784573,132276.8891,0.244019,17.331110,2.522713,2.484005,3.131572,true
deep_modular_abundance,1494,0.506831,0.693579,116084.9202,0.214149,16.035715,2.230131,2.179939,2.897506,true
deep_modular_abundance,1495,0.468294,0.789855,132093.6762,0.243681,18.747154,2.539699,2.480565,3.387438,true
deep_modular_abundance,1496,0.497192,0.713769,119099.8020,0.219711,16.810485,2.295051,2.236555,3.037500,true
deep_modular_abundance,1497,0.516385,0.713229,115970.2396,0.213937,19.007309,2.293316,2.177786,3.434446,true
deep_modular_abundance,1498,0.498539,0.738250,124745.0751,0.230125,16.478885,2.373767,2.342567,2.977583,true
deep_modular_abundance,1499,0.515909,0.685974,113557.0751,0.209486,16.821743,2.205679,2.132469,3.039534,true
deep_modular_abundance,1500,0.504955,0.733175,120780.9330,0.222812,18.861718,2.357451,2.268125,3.408139,true
deep_modular_abundance,1501,0.475852,0.742175,124623.3738,0.229900,16.693565,2.386387,2.340281,3.016374,true
deep_modular_abundance,1502,0.543678,0.635936,106799.9329,0.197020,14.237536,2.044786,2.005578,2.572592,true
deep_modular_abundance,1503,0.518680,0.719937,117622.5437,0.216985,19.364210,2.314885,2.208814,3.498935,true
deep_modular_abundance,1504,0.547854,0.637543,105478.5060,0.194583,15.570888,2.049956,1.980763,2.813516,true
deep_modular_abundance,1505,0.505856,0.694991,115694.9569,0.213429,16.416659,2.234672,2.172616,2.966339,true
deep_modular_abundance,1506,0.520595,0.724785,118883.5787,0.219312,18.899463,2.330472,2.232495,3.414959,true
deep_modular_abundance,1507,0.535668,0.656318,109688.9743,0.202350,15.252879,2.110325,2.059831,2.756055,true
deep_modular_abundance,1508,0.526688,0.682282,113589.3293,0.209545,16.540093,2.193808,2.133075,2.988643,true
deep_modular_abundance,1509,0.512059,0.758079,123319.7127,0.227495,20.784117,2.437526,2.315800,3.755499,true
deep_modular_abundance,1510,0.506821,0.711323,119484.6539,0.220420,16.311550,2.287186,2.243782,2.947347,true
deep_modular_abundance,1511,0.496126,0.711155,119812.2849,0.221025,15.897321,2.286646,2.249935,2.872500,true
deep_modular_abundance,1512,0.517553,0.692067,113031.4534,0.208516,17.995035,2.225270,2.122599,3.251537,true
deep_modular_abundance,1513,0.504729,0.737201,119666.3411,0.220756,20.131485,2.370396,2.247194,3.637574,true
deep_modular_abundance,1514,0.516994,0.751154,121640.7242,0.224398,20.969704,2.415258,2.284271,3.789033,true
deep_modular_abundance,1515,0.512971,0.722145,120409.6341,0.222127,17.325907,2.321984,2.261152,3.130632,true
deep_modular_abundance,1516,0.489419,0.735264,121652.6525,0.224420,18.367185,2.364165,2.284495,3.318781,true
deep_modular_abundance,1517,0.517474,0.695533,115009.3010,0.212165,17.232757,2.236416,2.159740,3.113801,true
deep_modular_abundance,1518,0.507005,0.684438,113230.0646,0.208882,16.732773,2.200741,2.126328,3.023458,true
deep_modular_abundance,1519,0.486663,0.731888,121553.2187,0.224236,17.866723,2.353311,2.282627,3.228353,true
deep_modular_abundance,1520,0.514506,0.715565,117731.8580,0.217187,18.435594,2.300826,2.210867,3.331142,true
deep_modular_abundance,1521,0.529237,0.684703,113731.4161,0.209807,16.588905,2.201592,2.135743,2.997463,true
deep_modular_abundance,1522,0.499527,0.731961,120296.0892,0.221917,18.759518,2.353546,2.259020,3.389672,true
deep_modular_abundance,1523,0.498203,0.727951,119902.0172,0.221190,18.508701,2.340651,2.251620,3.344352,true
deep_modular_abundance,1524,0.533821,0.651248,108237.8166,0.199673,15.575347,2.094022,2.032580,2.814322,true
deep_modular_abundance,1525,0.531142,0.695673,113081.3811,0.208608,18.889208,2.236865,2.123536,3.413106,true
deep_modular_abundance,1526,0.484098,0.763276,126567.7878,0.233487,18.972959,2.454237,2.376795,3.428239,true
deep_modular_abundance,1527,0.524085,0.692426,114085.1429,0.210460,17.680520,2.226425,2.142386,3.194707,true
deep_modular_abundance,1528,0.495254,0.724734,120396.5032,0.222103,17.514170,2.330308,2.260906,3.164649,true
deep_modular_abundance,1529,0.470250,0.775244,127973.6279,0.236081,19.613021,2.492717,2.403195,3.543892,true
deep_modular_abundance,1530,0.508511,0.690375,116526.4249,0.214963,15.084021,2.219832,2.188230,2.725544,true
deep_modular_abundance,1531,0.538761,0.675650,111476.4701,0.205647,16.957005,2.172483,2.093398,3.063975,true
deep_modular_abundance,1532,0.529587,0.656604,109373.8984,0.201769,15.684461,2.111242,2.053914,2.834038,true
deep_modular_abundance,1533,0.487683,0.734450,122585.2481,0.226140,17.231937,2.361549,2.302008,3.113652,true
deep_modular_abundance,1534,0.490758,0.792248,130399.5614,0.240556,20.727068,2.547392,2.448751,3.745191,true
deep_modular_abundance,1535,0.523224,0.697942,113847.3114,0.210021,18.600768,2.244161,2.137919,3.360988,true
deep_modular_abundance,1536,0.491783,0.741766,123369.6220,0.227587,17.928475,2.385072,2.316737,3.239511,true
deep_modular_abundance,1537,0.492308,0.727883,124641.2633,0.229933,14.626272,2.340432,2.340617,2.642833,true
deep_modular_abundance,1538,0.524869,0.683844,112978.4030,0.208418,17.074776,2.198831,2.121602,3.085255,true
deep_modular_abundance,1539,0.494781,0.703764,119790.0184,0.220984,14.775265,2.262880,2.249517,2.669755,true
deep_modular_abundance,1540,0.522029,0.714863,116995.4096,0.215828,19.109911,2.298570,2.197037,3.452985,true
deep_modular_abundance,1541,0.505270,0.720813,120464.4044,0.222228,17.006937,2.317699,2.262181,3.072997,true
deep_modular_abundance,1542,0.499964,0.686041,114446.7353,0.211127,15.894407,2.205895,2.149176,2.871973,true
deep_modular_abundance,1543,0.520515,0.682225,113483.6566,0.209350,16.356986,2.193624,2.131090,2.955557,true
deep_modular_abundance,1544,0.514309,0.708969,117667.3781,0.217068,17.280998,2.279616,2.209656,3.122517,true
deep_modular_abundance,1545,0.512031,0.706404,118603.8901,0.218796,16.137159,2.271370,2.227242,2.915836,true
deep_modular_abundance,1546,0.533816,0.681361,111859.2240,0.206353,17.644411,2.190848,2.100586,3.188183,true
deep_modular_abundance,1547,0.512228,0.696925,116057.0915,0.214097,16.689081,2.240890,2.179417,3.015563,true
deep_modular_abundance,1548,0.503026,0.696747,115500.5130,0.213071,17.100653,2.240319,2.168965,3.089931,true
deep_modular_abundance,1549,0.491667,0.699651,118190.7618,0.218034,15.425080,2.249657,2.219484,2.787170,true
deep_modular_abundance,1550,0.498763,0.739675,122579.0293,0.226129,18.215226,2.378351,2.301891,3.291324,true
deep_modular_abundance,1551,0.495537,0.695195,117446.5194,0.216661,15.071057,2.235329,2.205508,2.723201,true
deep_modular_abundance,1552,0.548871,0.632793,105406.0349,0.194449,14.889126,2.034680,1.979402,2.690328,true
deep_modular_abundance,1553,0.523542,0.674026,111089.5145,0.204933,16.822467,2.167263,2.086131,3.039665,true
deep_modular_abundance,1554,0.436259,0.869470,145337.2727,0.268112,20.997036,2.795691,2.729264,3.793971,true
deep_modular_abundance,1555,0.519610,0.683488,112962.5746,0.208389,16.852914,2.197685,2.121305,3.045166,true
deep_modular_abundance,1556,0.505614,0.707810,118227.6976,0.218102,16.815838,2.275889,2.220178,3.038467,true
deep_modular_abundance,1557,0.509698,0.674822,113567.0944,0.209504,15.041414,2.169822,2.132657,2.717845,true
deep_modular_abundance,1558,0.486045,0.730628,120618.0509,0.222511,18.256784,2.349259,2.265066,3.298833,true
deep_modular_abundance,1559,0.504446,0.743639,121608.0990,0.224338,19.569745,2.391094,2.283658,3.536073,true
deep_modular_abundance,1560,0.531830,0.688972,113340.6814,0.209086,17.600234,2.215319,2.128406,3.180200,true
deep_modular_abundance,1561,0.491972,0.744332,127168.4836,0.234595,15.447991,2.393323,2.388076,2.791310,true
deep_modular_abundance,1562,0.461475,0.801515,134267.9158,0.247692,18.768951,2.577189,2.521395,3.391377,true
deep_modular_abundance,1563,0.546279,0.641319,106670.7327,0.196782,15.299947,2.062096,2.003152,2.764560,true
deep_modular_abundance,1564,0.488687,0.730743,121522.7020,0.224180,17.644945,2.349630,2.282054,3.188279,true
deep_modular_abundance,1565,0.500872,0.760804,122491.8534,0.225968,21.494815,2.446288,2.300254,3.883915,true
deep_modular_abundance,1566,0.500733,0.740016,120775.1278,0.222801,19.767187,2.379447,2.268016,3.571749,true
deep_modular_abundance,1567,0.505163,0.684730,114435.3238,0.211106,16.075480,2.201681,2.148962,2.904691,true
deep_modular_abundance,1568,0.487174,0.771898,125762.8748,0.232002,21.073652,2.481959,2.361680,3.807815,true
deep_modular_abundance,1569,0.518197,0.721853,117506.5242,0.216771,19.405745,2.321046,2.206635,3.506440,true
deep_modular_abundance,1570,0.503316,0.723117,118133.2050,0.217927,18.933407,2.325108,2.218404,3.421093,true
deep_modular_abundance,1571,0.493737,0.729486,121048.7819,0.223306,17.893770,2.345586,2.273155,3.233240,true
deep_modular_abundance,1572,0.523417,0.704471,116941.0387,0.215728,17.169096,2.265156,2.196016,3.102298,true
deep_modular_abundance,1573,0.533203,0.662045,108374.8584,0.199926,16.961081,2.128738,2.035153,3.064711,true
deep_modular_abundance,1574,0.511232,0.718796,118954.1504,0.219442,17.832494,2.311214,2.233820,3.222168,true
deep_modular_abundance,1575,0.526531,0.678503,112017.7659,0.206646,16.967597,2.181655,2.103563,3.065889,true
deep_modular_abundance,1576,0.494690,0.718441,119281.4552,0.220046,17.321439,2.310074,2.239966,3.129825,true
deep_modular_abundance,1577,0.468151,0.799919,133775.4947,0.246784,18.880614,2.572058,2.512147,3.411553,true
deep_modular_abundance,1578,0.469042,0.821314,137287.4659,0.253262,19.583523,2.640851,2.578098,3.538563,true
deep_modular_abundance,1579,0.524370,0.676066,110656.0102,0.204134,17.272339,2.173821,2.077991,3.120953,true
deep_modular_abundance,1580,0.514433,0.717425,120117.3819,0.221588,16.960593,2.306808,2.255664,3.064623,true
deep_modular_abundance,1581,0.520718,0.671138,110530.8430,0.203903,16.948348,2.157976,2.075640,3.062411,true
deep_modular_abundance,1582,0.546907,0.609965,102148.8592,0.188440,13.697641,1.961280,1.918236,2.475038,true
deep_modular_abundance,1583,0.546172,0.639459,106275.0094,0.196052,15.374666,2.056114,1.995721,2.778061,true
deep_modular_abundance,1584,0.514189,0.699238,115513.0965,0.213094,17.566942,2.248328,2.169201,3.174185,true
deep_modular_abundance,1585,0.494836,0.753422,124984.1628,0.230566,18.526130,2.422551,2.347057,3.347501,true
deep_modular_abundance,1586,0.523277,0.676492,111508.6250,0.205707,16.879529,2.175190,2.094002,3.049976,true
deep_modular_abundance,1587,0.521385,0.679605,112430.3138,0.207407,16.875421,2.185200,2.111310,3.049233,true
deep_modular_abundance,1588,0.542050,0.687167,111622.1190,0.205916,18.746084,2.209516,2.096133,3.387245,true
deep_modular_abundance,1589,0.525103,0.702146,116003.2114,0.213998,17.617935,2.257680,2.178405,3.183399,true
deep_modular_abundance,1590,0.520761,0.666118,110822.9151,0.204442,15.825008,2.141834,2.081125,2.859433,true
deep_modular_abundance,1591,0.509612,0.744344,121955.2315,0.224978,19.406180,2.393362,2.290177,3.506518,true
deep_modular_abundance,1592,0.538033,0.642738,105608.5146,0.194822,16.092528,2.066659,1.983205,2.907772,true
deep_modular_abundance,1593,0.487350,0.770513,127896.5604,0.235938,18.894849,2.477505,2.401748,3.414125,true
deep_modular_abundance,1594,0.523285,0.654255,109171.0963,0.201394,15.030293,2.103689,2.050106,2.715836,true
deep_modular_abundance,1595,0.546668,0.647790,106993.0824,0.197377,16.042978,2.082901,2.009205,2.898819,true
deep_modular_abundance,1596,0.508217,0.710054,118923.4646,0.219385,16.532917,2.283105,2.233244,2.987346,true
deep_modular_abundance,1597,0.533023,0.631216,105044.6523,0.193782,14.671893,2.029611,1.972616,2.651076,true
deep_modular_abundance,1598,0.504874,0.727685,120504.9247,0.222303,17.873062,2.339797,2.262942,3.229498,true
deep_modular_abundance,1599,0.492757,0.707718,118385.6689,0.218393,16.350020,2.275595,2.223145,2.954298,true
deep_modular_abundance,1600,0.519979,0.656499,108993.2642,0.201066,15.626599,2.110906,2.046766,2.823583,true
deep_modular_abundance,1601,0.508995,0.724978,118425.4629,0.218467,19.052222,2.331094,2.223892,3.442561,true
deep_modular_abundance,1602,0.512447,0.720417,120139.8121,0.221629,17.287898,2.316428,2.256085,3.123764,true
deep_modular_abundance,1603,0.477282,0.772074,129462.5352,0.238827,18.033580,2.482525,2.431155,3.258502,true
deep_modular_abundance,1604,0.544671,0.627018,105174.0542,0.194021,14.097380,2.016113,1.975046,2.547267,true
deep_modular_abundance,1605,0.540365,0.647642,108550.1922,0.200249,14.812496,2.082426,2.038446,2.676482,true
deep_modular_abundance,1606,0.515228,0.746755,122363.5706,0.225731,19.667225,2.401115,2.297845,3.553687,true
deep_modular_abundance,1607,0.498631,0.690311,115454.9662,0.212987,15.765380,2.219625,2.168109,2.848659,true
deep_modular_abundance,1608,0.468838,0.749945,127139.0942,0.234541,16.497414,2.411371,2.387524,2.980931,true
deep_modular_abundance,1609,0.568695,0.635789,103601.5315,0.191120,16.842352,2.044313,1.945516,3.043258,true
deep_modular_abundance,1610,0.505038,0.747755,123564.9109,0.227948,18.866485,2.404331,2.320405,3.409000,true
deep_modular_abundance,1611,0.510740,0.685016,114005.0843,0.210312,16.498766,2.202600,2.140882,2.981175,true
deep_modular_abundance,1612,0.514684,0.723242,118871.8988,0.219290,18.758538,2.325510,2.232275,3.389495,true
deep_modular_abundance,1613,0.549364,0.663607,109252.1468,0.201544,16.808675,2.133760,2.051628,3.037173,true
deep_modular_abundance,1614,0.506633,0.695753,117290.5773,0.216373,15.531797,2.237123,2.202580,2.806453,true
deep_modular_abundance,1615,0.490922,0.722006,119503.0345,0.220454,17.669973,2.321536,2.244127,3.192802,true
deep_modular_abundance,1616,0.506313,0.706194,116605.7563,0.215110,17.475819,2.270695,2.189720,3.157720,true
deep_modular_abundance,1617,0.513467,0.681019,113324.5765,0.209057,16.202248,2.189746,2.128103,2.927597,true
deep_modular_abundance,1618,0.505904,0.699122,116858.3051,0.215576,16.282923,2.247954,2.194462,2.942174,true
deep_modular_abundance,1619,0.522097,0.688241,114437.5832,0.211110,16.604192,2.212968,2.149004,3.000225,true
deep_modular_abundance,1620,0.529425,0.664442,110840.0523,0.204473,15.731773,2.136445,2.081447,2.842587,true
deep_modular_abundance,1621,0.499243,0.695271,116209.9555,0.214379,16.193007,2.235573,2.182287,2.925927,true
deep_modular_abundance,1622,0.480835,0.727272,121804.3565,0.224700,16.879116,2.338470,2.287343,3.049901,true
deep_modular_abundance,1623,0.520485,0.675540,112684.5171,0.207876,16.111846,2.172129,2.116084,2.911262,true
deep_modular_abundance,1624,0.532339,0.653156,109442.8551,0.201896,14.913314,2.100157,2.055209,2.694699,true
deep_modular_abundance,1625,0.502013,0.713604,120597.2753,0.222473,15.822115,2.294522,2.264676,2.858911,true
deep_modular_abundance,1626,0.498633,0.724717,119791.5672,0.220987,18.145264,2.330253,2.249546,3.278682,true
deep_modular_abundance,1627,0.527107,0.667430,110300.9972,0.203479,16.556051,2.146053,2.071324,2.991526,true
deep_modular_abundance,1628,0.516631,0.705930,117283.0088,0.216359,17.148813,2.269846,2.202438,3.098633,true
deep_modular_abundance,1629,0.478563,0.750193,125621.6112,0.231742,17.259205,2.412168,2.359027,3.118580,true
deep_modular_abundance,1630,0.514647,0.708781,116866.5445,0.215591,17.755853,2.279013,2.194617,3.208319,true
deep_modular_abundance,1631,0.501715,0.699210,116416.9864,0.214761,16.782759,2.248238,2.186175,3.032490,true
deep_modular_abundance,1632,0.521501,0.668121,112259.8148,0.207092,15.206929,2.148274,2.108108,2.747752,true
deep_modular_abundance,1633,0.506041,0.683200,113767.2863,0.209873,16.064347,2.196760,2.136417,2.902680,true
deep_modular_abundance,1634,0.549086,0.626484,104056.9635,0.191960,14.876228,2.014397,1.954068,2.687998,true
deep_modular_abundance,1635,0.504809,0.679147,113977.5350,0.210261,15.114689,2.183729,2.140365,2.731085,true
deep_modular_abundance,1636,0.535200,0.659041,109247.4938,0.201535,15.995053,2.119080,2.051540,2.890159,true
deep_modular_abundance,1637,0.518344,0.717009,118502.2216,0.218608,18.223925,2.305470,2.225333,3.292896,true
deep_modular_abundance,1638,0.536650,0.648930,107628.1129,0.198548,15.693943,2.086569,2.021130,2.835751,true
deep_modular_abundance,1639,0.489491,0.758534,126496.0924,0.233355,18.355279,2.438987,2.375449,3.316630,true
deep_modular_abundance,1640,0.497701,0.744641,120509.7996,0.222312,20.425552,2.394318,2.263033,3.690709,true
deep_modular_abundance,1641,0.534326,0.654039,109200.0924,0.201448,15.280919,2.102996,2.050650,2.761122,true
deep_modular_abundance,1642,0.530951,0.671183,110885.2673,0.204557,16.722645,2.158120,2.082296,3.021628,true
deep_modular_abundance,1643,0.531259,0.683475,111656.6734,0.205980,17.980170,2.197645,2.096782,3.248851,true
deep_modular_abundance,1644,0.497984,0.700726,116571.6052,0.215047,16.774161,2.253112,2.189079,3.030937,true
deep_modular_abundance,1645,0.504526,0.740508,121587.0221,0.224299,19.138935,2.381028,2.283262,3.458230,true
deep_modular_abundance,1646,0.523566,0.705514,117111.5898,0.216043,17.247295,2.268507,2.199219,3.116428,true
deep_modular_abundance,1647,0.502636,0.694043,118015.8616,0.217711,14.738858,2.231624,2.216200,2.663176,true
deep_modular_abundance,1648,0.516634,0.702659,115153.9481,0.212431,18.217348,2.259327,2.162457,3.291707,true
deep_modular_abundance,1649,0.504710,0.694242,116237.0789,0.214429,16.157707,2.232264,2.182797,2.919549,true
deep_modular_abundance,1650,0.540578,0.653090,107731.8626,0.198739,16.339275,2.099944,2.023079,2.952357,true
deep_modular_abundance,1651,0.470248,0.761762,128190.6213,0.236481,17.047290,2.449367,2.407270,3.080288,true
deep_modular_abundance,1652,0.529250,0.662292,111639.5288,0.205948,14.499783,2.129532,2.096460,2.619978,true
deep_modular_abundance,1653,0.516534,0.678164,112064.8302,0.206733,16.765489,2.180567,2.104447,3.029370,true
deep_modular_abundance,1654,0.510825,0.690533,115459.7425,0.212995,15.836317,2.220337,2.168199,2.861477,true
deep_modular_abundance,1655,0.508288,0.688847,115386.2049,0.212860,15.692146,2.214917,2.166818,2.835426,true
deep_modular_abundance,1656,0.494672,0.730513,122044.3486,0.225143,17.369789,2.348889,2.291850,3.138561,true
