publication_status,absolute_projection_accepted,failure_reason,scenario_id,case,display_name,emissions_policy,matched_no_aether_case,carbon_baseline_id,avoided_temperature_vs_matched_no_aether_2100_c,forcing_policy,forcing_policy_name,config,fair_version,fair_temperature_2026_c,fair_temperature_2050_c,fair_temperature_2100_c,emulator_temperature_2100_c,fair_minus_emulator_2100_c,peak_fair_temperature_c,peak_fair_temperature_year,minimum_fair_temperature_c,minimum_fair_temperature_year,co2_ppm_2100,total_erf_2100_w_m2,config_interpretation,publication_use
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__mitigation_with_aerosol_cleanup,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,2.35023,2.544139,2.039629,0.50451,2.544139,2100,1.454761,2026,480.760224,3.505614,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__mitigation_with_aerosol_cleanup,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,2.815969,3.048538,2.039629,1.008909,3.048538,2100,1.454761,2026,480.760224,3.505614,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__mitigation_with_aerosol_cleanup,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,1.875118,2.027597,2.039629,-0.012032,2.027597,2100,1.45002,2027,480.760224,3.505614,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__nonco2_delay_aerosol_unmasking,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,2.620807,2.964462,2.34308,0.621382,2.964462,2100,1.454761,2026,480.760224,4.105614,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__nonco2_delay_aerosol_unmasking,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,3.146823,3.554003,2.34308,1.210923,3.554003,2100,1.454761,2026,480.760224,4.105614,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_half_2046_zero_2060_no_aether__nonco2_delay_aerosol_unmasking,baseline_half_2046_zero_2060_no_aether,"No AETHER, half_2046_zero_2060",half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,2.084157,2.360136,2.34308,0.017056,2.360136,2100,1.451718,2027,480.760224,4.105614,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__active_full_forcing_management,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,central_diagnostic,2.2.4,1.454761,2.174607,2.260037,1.834822,0.425215,2.260037,2100,1.454761,2026,464.017733,3.104644,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__active_full_forcing_management,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,faster_response,2.2.4,1.454761,2.600311,2.707113,1.834822,0.872291,2.707113,2100,1.454761,2026,464.017733,3.104644,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__active_full_forcing_management,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,active_full_forcing_management,Active full-forcing management,slower_ocean_lag,2.2.4,1.454761,1.740261,1.802635,1.834822,-0.032187,1.802635,2100,1.449585,2027,464.017733,3.104644,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__co2_only_screen,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,central_diagnostic,2.2.4,1.194192,1.88257,2.089483,1.66837,0.421113,2.089483,2100,1.194192,2026,464.017733,2.904644,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__co2_only_screen,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,faster_response,2.2.4,1.194192,2.25357,2.505145,1.66837,0.836775,2.505145,2100,1.194192,2026,464.017733,2.904644,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__co2_only_screen,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,1.503737,1.663845,1.66837,-0.004525,1.663845,2100,1.193429,2027,464.017733,2.904644,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__mitigation_with_aerosol_cleanup,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,2.228723,2.393546,1.929978,0.463568,2.393546,2100,1.454761,2026,464.017733,3.304644,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__mitigation_with_aerosol_cleanup,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,2.666482,2.868123,1.929978,0.938145,2.868123,2100,1.454761,2026,464.017733,3.304644,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__mitigation_with_aerosol_cleanup,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,1.782069,1.907802,1.929978,-0.022176,1.907802,2100,1.449925,2027,464.017733,3.304644,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__nonco2_delay_aerosol_unmasking,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,2.4993,2.813869,2.233429,0.58044,2.813869,2100,1.454761,2026,464.017733,3.904644,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__nonco2_delay_aerosol_unmasking,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,2.997336,3.373589,2.233429,1.14016,3.373589,2100,1.454761,2026,464.017733,3.904644,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_net_zero_2050_no_aether__nonco2_delay_aerosol_unmasking,baseline_net_zero_2050_no_aether,"No AETHER, net_zero_2050",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.0,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,1.991107,2.240341,2.233429,0.006912,2.240341,2100,1.451622,2027,464.017733,3.904644,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
