check_id,category,formula_or_rule,calculated_value,expected_value,tolerance,unit,status,interpretation,source_artifacts
learning_state_conservation_aether_portfolio_push_2037,learning state,end cumulative production = start + operated annual capacity,138.153109151,138.153109151,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2037,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2038,learning state,end cumulative production = start + operated annual capacity,171.728521366,171.728521366,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2038,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2039,learning state,end cumulative production = start + operated annual capacity,211.317640992,211.317640992,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2039,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2040,learning state,end cumulative production = start + operated annual capacity,257.822524138,257.822524138,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2040,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2041,learning state,end cumulative production = start + operated annual capacity,312.280535334,312.280535334,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2041,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2042,learning state,end cumulative production = start + operated annual capacity,375.884643786,375.884643786,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2042,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2043,learning state,end cumulative production = start + operated annual capacity,450.006764084,450.006764084,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2043,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2044,learning state,end cumulative production = start + operated annual capacity,536.224598003,536.224598003,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2044,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2045,learning state,end cumulative production = start + operated annual capacity,631.224598003,631.224598003,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2045,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_aether_portfolio_push_2046,learning state,end cumulative production = start + operated annual capacity,731.224598003,731.224598003,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_aether_portfolio_push_2046,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_no_unbuilt_plan_credit_aether_portfolio_push,learning state,planned capacity cannot change cost before operation,300.000000000,300.000000000,0.000001000,USD/tCO2,pass,The plan may grow while the learning state and cost remain unchanged.,aether_integrated_feasibility_timepaths.csv
learning_first_planned_year_uses_prior_state_aether_portfolio_push,learning state,first planned year cost = initial-state cost,300.000000000,300.000000000,0.000001000,USD/tCO2,pass,The first scheduled capacity does not earn same-year learning before it operates.,aether_integrated_feasibility_timepaths.csv
learning_reference_review_aether_portfolio_push,evidence boundary,human source and model review required,,,,,review_required,"The initial cumulative-production reference is a screening proxy, not a sourced historical cumulative-production series.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2026,learning state,end cumulative production = start + operated annual capacity,0.002040000,0.002040000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2027,learning state,end cumulative production = start + operated annual capacity,2.472706667,2.472706667,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2027,learning state,cost cannot increase as realized state grows,250.000000000,250.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2028,learning state,end cumulative production = start + operated annual capacity,6.521426667,6.521426667,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2028,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2029,learning state,end cumulative production = start + operated annual capacity,12.432249600,12.432249600,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2029,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2030,learning state,end cumulative production = start + operated annual capacity,20.540353995,20.540353995,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2030,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2031,learning state,end cumulative production = start + operated annual capacity,31.241250514,31.241250514,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2031,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2032,learning state,end cumulative production = start + operated annual capacity,45.001641740,45.001641740,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2032,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2033,learning state,end cumulative production = start + operated annual capacity,62.372236719,62.372236719,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2033,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2034,learning state,end cumulative production = start + operated annual capacity,84.002872129,84.002872129,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2034,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2035,learning state,end cumulative production = start + operated annual capacity,110.660355245,110.660355245,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2035,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2036,learning state,end cumulative production = start + operated annual capacity,143.249518656,143.249518656,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2036,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2037,learning state,end cumulative production = start + operated annual capacity,182.838064814,182.838064814,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2037,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2038,learning state,end cumulative production = start + operated annual capacity,230.685882614,230.685882614,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2038,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2039,learning state,end cumulative production = start + operated annual capacity,288.279640951,288.279640951,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2039,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2040,learning state,end cumulative production = start + operated annual capacity,357.373609122,357.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2040,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2041,learning state,end cumulative production = start + operated annual capacity,432.373609122,432.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2041,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2042,learning state,end cumulative production = start + operated annual capacity,512.373609122,512.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2042,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2043,learning state,end cumulative production = start + operated annual capacity,597.373609122,597.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2043,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2044,learning state,end cumulative production = start + operated annual capacity,687.373609122,687.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2044,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2045,learning state,end cumulative production = start + operated annual capacity,782.373609122,782.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2045,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_moonshot_low_energy_2046,learning state,end cumulative production = start + operated annual capacity,882.373609122,882.373609122,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_moonshot_low_energy_2046,learning state,cost cannot increase as realized state grows,35.000000000,35.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_no_unbuilt_plan_credit_moonshot_low_energy,learning state,planned capacity cannot change cost before operation,250.000000000,250.000000000,0.000001000,USD/tCO2,pass,The plan may grow while the learning state and cost remain unchanged.,aether_integrated_feasibility_timepaths.csv
learning_first_planned_year_uses_prior_state_moonshot_low_energy,learning state,first planned year cost = initial-state cost,250.000000000,250.000000000,0.000001000,USD/tCO2,pass,The first scheduled capacity does not earn same-year learning before it operates.,aether_integrated_feasibility_timepaths.csv
learning_reference_review_moonshot_low_energy,evidence boundary,human source and model review required,,,,,review_required,"The initial cumulative-production reference is a screening proxy, not a sourced historical cumulative-production series.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2026,learning state,end cumulative production = start + operated annual capacity,0.002040000,0.002040000,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2027,learning state,end cumulative production = start + operated annual capacity,2.103440491,2.103440491,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2027,learning state,cost cannot increase as realized state grows,300.000000000,300.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2028,learning state,end cumulative production = start + operated annual capacity,5.497446634,5.497446634,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2028,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2029,learning state,end cumulative production = start + operated annual capacity,10.377949275,10.377949275,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2029,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2030,learning state,end cumulative production = start + operated annual capacity,16.967922890,16.967922890,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2030,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2031,learning state,end cumulative production = start + operated annual capacity,25.523788125,25.523788125,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2031,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2032,learning state,end cumulative production = start + operated annual capacity,36.340428722,36.340428722,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2032,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2033,learning state,end cumulative production = start + operated annual capacity,49.756960986,49.756960986,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2033,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2034,learning state,end cumulative production = start + operated annual capacity,66.163368667,66.163368667,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2034,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2035,learning state,end cumulative production = start + operated annual capacity,86.008133077,86.008133077,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2035,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2036,learning state,end cumulative production = start + operated annual capacity,109.807007727,109.807007727,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2036,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2037,learning state,end cumulative production = start + operated annual capacity,138.153109151,138.153109151,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2037,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2038,learning state,end cumulative production = start + operated annual capacity,171.728521366,171.728521366,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2038,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2039,learning state,end cumulative production = start + operated annual capacity,211.317640992,211.317640992,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2039,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2040,learning state,end cumulative production = start + operated annual capacity,257.822524138,257.822524138,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2040,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2041,learning state,end cumulative production = start + operated annual capacity,312.280535334,312.280535334,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2041,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2042,learning state,end cumulative production = start + operated annual capacity,375.884643786,375.884643786,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2042,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2043,learning state,end cumulative production = start + operated annual capacity,450.006764084,450.006764084,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2043,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2044,learning state,end cumulative production = start + operated annual capacity,536.224598003,536.224598003,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2044,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2045,learning state,end cumulative production = start + operated annual capacity,631.224598003,631.224598003,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2045,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_state_conservation_rebound_failure_2046,learning state,end cumulative production = start + operated annual capacity,731.224598003,731.224598003,0.000001000,GtCO2,pass,"Only constrained, actually operated capacity increments learning state.",aether_integrated_feasibility_timepaths.csv
learning_cost_nonincreasing_rebound_failure_2046,learning state,cost cannot increase as realized state grows,84.000000000,84.000000000,0.000001000,USD/tCO2,pass,"A functional-form check, not evidence that real-world learning is monotonic.",aether_integrated_feasibility_timepaths.csv
learning_no_unbuilt_plan_credit_rebound_failure,learning state,planned capacity cannot change cost before operation,300.000000000,300.000000000,0.000001000,USD/tCO2,pass,The plan may grow while the learning state and cost remain unchanged.,aether_integrated_feasibility_timepaths.csv
learning_first_planned_year_uses_prior_state_rebound_failure,learning state,first planned year cost = initial-state cost,300.000000000,300.000000000,0.000001000,USD/tCO2,pass,The first scheduled capacity does not earn same-year learning before it operates.,aether_integrated_feasibility_timepaths.csv
learning_reference_review_rebound_failure,evidence boundary,human source and model review required,,,,,review_required,"The initial cumulative-production reference is a screening proxy, not a sourced historical cumulative-production series.",aether_integrated_feasibility_timepaths.csv
regional_allowance_conservation_1,regional energy conservation,annual electricity allowance = allocated + unallocated,0.550000000,0.550000000,0.000001000,TWh/year,pass,Annual envelope accounting; this is not an hourly generation or dispatch claim.,aether_regional_reference_resource_ledger.csv
regional_load_conservation_1,regional energy conservation,requested load = allocated + unserved,0.453160000,0.453160000,0.000001000,TWh/year,pass,Unserved load remains explicit and is not presented as delivered energy.,aether_regional_reference_resource_ledger.csv
regional_cyclic_storage_1,regional energy conservation,final storage - initial storage = reported change,0.000000000,0.000000000,0.000001000,GWh,pass,The benchmark has no implicit storage-energy carryover.,aether_regional_reference_resource_ledger.csv
regional_allowance_conservation_2,regional energy conservation,annual electricity allowance = allocated + unallocated,0.550000000,0.550000000,0.000001000,TWh/year,pass,Annual envelope accounting; this is not an hourly generation or dispatch claim.,aether_regional_reference_resource_ledger.csv
regional_load_conservation_2,regional energy conservation,requested load = allocated + unserved,0.479816000,0.479816000,0.000001000,TWh/year,pass,Unserved load remains explicit and is not presented as delivered energy.,aether_regional_reference_resource_ledger.csv
regional_cyclic_storage_2,regional energy conservation,final storage - initial storage = reported change,0.000000000,0.000000000,0.000001000,GWh,pass,The benchmark has no implicit storage-energy carryover.,aether_regional_reference_resource_ledger.csv
generated_csv_nonfinite_values,data quality,count(explicit NaN or infinity tokens),0.000000000,0.000000000,0.000000000,tokens,pass,Generated tables must not hide undefined or infinite outputs.,analysis/tables/*.csv
